House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,Tannery Lane,Garry,Bird,86,Husband,Married,Male,Retired Brewing technologist,None,No Religion
2,Tannery Lane,Martyn,Chambers,21,Head,Single,Male,University Student,None,Christian
2,Tannery Lane,Hayley,Smith,21,None,Single,Female,University Student,None,Christian
3,Tannery Lane,Gail,Reynolds,29,Head,Widowed,Female,Veterinary surgeon,None,No Religion
3,Tannery Lane,Lynne,Reynolds,1,Daughter,NA,Female,Child,None,NA
4,Tannery Lane,Natalie,Byrne,97,Head,Widowed,Female,Retired Haematologist,None,Christian
5,Tannery Lane,Heather,King,34,Head,Married,Female,Logistics and distribution manager,None,No Religion
5,Tannery Lane,Mathew,King,36,Husband,Married,Male,Physiological scientist,None,No Religion
6,Tannery Lane,Alexandra,Simpson,59,Head,Single,Female,"Engineer, petroleum",None,No Religion
6,Tannery Lane,Terry,Gardner,61,Partner,Single,Male,Adult nurse,None,No Religion
7,Tannery Lane,Joan,Davidson,67,Head,Married,Female,Software engineer,None,No Religion
7,Tannery Lane,Ashley,Davidson,66,Husband,Married,Male,"Research officer, trade union",None,No Religion
8,Tannery Lane,Ben,Walker,61,Head,Divorced,Male,Broadcast presenter,None,Christian
9,Tannery Lane,Dorothy,Chapman,46,Head,Married,Female,Recycling officer,None,No Religion
9,Tannery Lane,Oliver,Chapman,48,Husband,Married,Male,"Editor, commissioning",None,No Religion
9,Tannery Lane,Amy,Chapman,13,Daughter,NA,Female,Student,None,No Religion
10,Tannery Lane,Ashleigh,Holden,47,Head,Married,Female,Counselling psychologist,None,Christian
10,Tannery Lane,Mohammad,Holden,49,Husband,Married,Male,Bonds trader,None,No Religion
10,Tannery Lane,Nigel,Holden,21,Son,Single,Male,Aeronautical engineer,None,Christian
10,Tannery Lane,Fiona,Holden,18,Daughter,Divorced,Female,Student,None,Christian
10,Tannery Lane,Lesley,Holden,14,Daughter,NA,Female,Student,None,No Religion
11,Tannery Lane,Joanna,Archer,58,Head,Divorced,Female,Unemployed,None,Christian
11,Tannery Lane,Terry,Archer,25,Son,Single,Male,Insurance underwriter,None,Christian
12,Tannery Lane,Amelia,Walker,75,Head,Married,Female,"Retired Development worker, community",None,Christian
12,Tannery Lane,Gerald,Walker,76,Husband,Married,Male,Retired Applications developer,None,No Religion
12,Tannery Lane,Jason,Walker,15,Grandson,NA,Male,Student,None,NA
12,Tannery Lane,Christine,Connor,6,Granddaughter,NA,Female,Student,None,NA
12,Tannery Lane,Diana,Young,1,Granddaughter,NA,Female,Child,None,NA
12,Tannery Lane,Deborah,Williams-Young,0,Granddaughter,NA,Female,Child,None,NA
13,Tannery Lane,Hilary,Johnson,85,Head,Widowed,Female,Unemployed,None,Christian
14,Tannery Lane,Chloe,Khan,53,Head,Married,Female,"Restaurant manager, fast food",None,Christian
14,Tannery Lane,Aaron,Khan,55,Husband,Married,Male,Learning mentor,None,Christian
14,Tannery Lane,Allan,Khan,17,Son,NA,Male,Student,None,Christian
15,Tannery Lane,Tracey,Davies,22,Head,Single,Female,University Student,None,Christian
16,Tannery Lane,Charlotte,Ahmed,55,Head,Married,Female,Landscape architect,None,Christian
16,Tannery Lane,George,Ahmed,56,Husband,Married,Male,"Development worker, community",None,Christian
16,Tannery Lane,Gail,Ahmed,15,Daughter,NA,Female,Student,None,Christian
17,Tannery Lane,Maureen,Ryan,56,Head,Married,Female,"Radiographer, diagnostic",None,Christian
17,Tannery Lane,Jacob,Ryan,58,Husband,Married,Male,Nature conservation officer,None,Christian
18,Tannery Lane,Josephine,Moore,68,Head,Married,Female,Retired Politician's assistant,None,No Religion
18,Tannery Lane,Leigh,Moore,71,Husband,Married,Male,Retired Public librarian,None,No Religion
19,Tannery Lane,Rosie,Miller,65,Head,Married,Female,Podiatrist,None,Christian
19,Tannery Lane,Derek,Miller,71,Husband,Married,Male,Retired Chartered public finance accountant,None,No Religion
20,Tannery Lane,Hollie,Hewitt,31,Head,Single,Female,Secondary school teacher,None,Christian
21,Tannery Lane,Frederick,Flynn,70,Head,Divorced,Male,Retired Public relations account executive,None,Christian
22,Tannery Lane,Michelle,Watson,45,Head,Single,Female,Television camera operator,None,No Religion
22,Tannery Lane,Terence,Phillips,45,Partner,Single,Male,"Designer, television/film set",None,No Religion
22,Tannery Lane,Shirley,Watson,1,Daughter,NA,Female,Child,None,No Religion
23,Tannery Lane,Zoe,Daly,54,Head,Single,Female,Unemployed,None,Christian
23,Tannery Lane,Vanessa,Cook,47,None,Single,Female,Unemployed,None,Christian
24,Tannery Lane,Holly,Bryan,42,Head,Married,Female,Translator,None,No Religion
24,Tannery Lane,Brett,Bryan,44,Husband,Married,Male,Merchant navy officer,None,No Religion
24,Tannery Lane,Clare,Bryan,2,Daughter,NA,Female,Child,None,No Religion
24,Tannery Lane,Joanne,Kelly,52,Lodger,Divorced,Female,Chief Operating Officer,None,No Religion
24,Tannery Lane,Dale,Clark,23,Lodger,Divorced,Male,"Conservation officer, historic buildings",None,Dark Brotherhood
25,Tannery Lane,Sandra,Brown,32,Head,Married,Female,Purchasing manager,None,No Religion
25,Tannery Lane,Barry,Brown,33,Husband,Married,Male,Medical illustrator,None,No Religion
25,Tannery Lane,Jade,Bradley,8,Daughter,NA,Female,Student,None,No Religion
25,Tannery Lane,Lorraine,Bradley,7,Daughter,NA,Female,Student,None,No Religion
25,Tannery Lane,Christine,Bradley,5,Daughter,NA,Female,Student,None,No Religion
26,Tannery Lane,Nicole,Brown,104,Head,Divorced,Female,Retired Herbalist,None,Christian
27,Tannery Lane,Benjamin,Arnold,61,Head,Married,Male,Farm manager,None,Christian
27,Tannery Lane,Catherine,Arnold,60,Wife,Married,Female,Haematologist,None,No Religion
27,Tannery Lane,Darren,Arnold,14,Grandson,NA,Male,Student,None,NA
28,Tannery Lane,Connor,Dean,30,Head,Married,Male,"Investment banker, operational",None,Christian
28,Tannery Lane,Gillian,Dean,23,Wife,Married,Female,Sport and exercise psychologist,None,Christian
28,Tannery Lane,Geraldine,Murphy,62,Visitor,Single,Female,Air cabin crew,None,Christian
29,Tannery Lane,Francis,Miah,57,Head,Married,Male,"Teacher, music",None,Christian
29,Tannery Lane,Abbie,Miah,54,Wife,Married,Female,Gaffer,None,No Religion
30,Tannery Lane,Kyle,Bennett,31,Head,Single,Male,Surgeon,None,Christian
30,Tannery Lane,Scott,Bennett,7,Son,NA,Male,Student,None,NA
31,Tannery Lane,Rachel,Palmer,51,Head,Divorced,Female,Electronics engineer,None,Christian
31,Tannery Lane,Bryan,Palmer,14,Son,NA,Male,Student,None,NA
32,Tannery Lane,Kayleigh,Clarke,42,Head,Divorced,Female,Unemployed,None,No Religion
32,Tannery Lane,Tony,Clarke,2,Son,NA,Male,Child,None,NA
32,Tannery Lane,Peter,Bell,29,Sibling,Single,Male,Horticultural consultant,None,Christian
32,Tannery Lane,Shaun,Lloyd,40,Lodger,Single,Male,Unemployed,None,Christian
33,Tannery Lane,Georgina,Williams-Macdonald,77,Head,Married,Female,"Retired Scientist, research (medical)",None,No Religion
33,Tannery Lane,Reece,,80,Husband,Married,Male,Retired Audiological scientist,None,No Religion
34,Tannery Lane,Denis,Banks,24,Head,Single,Male,"Scientist, biomedical",None,No Religion
34,Tannery Lane,Sheila,Wood,27,Partner,Single,Female,Charity officer,None,No Religion
35,Tannery Lane,Jean,Moore,35,Head,Divorced,Female,Hospital pharmacist,None,Christian
35,Tannery Lane,Donald,Moore,8,Son,NA,Male,Student,None,NA
35,Tannery Lane,Glenn,Moore,7,Son,NA,Male,Student,None,NA
36,Tannery Lane,Richard,Giles,55,Head,Single,Male,"Runner, broadcasting/film/video",None,No Religion
37,Tannery Lane,Clive,Frost,43,Head,Single,Male,Ship broker,None,No Religion
37,Tannery Lane,Anthony,Brown,52,None,Single,Male,"Pilot, airline",None,Christian
38,Tannery Lane,Ryan,Knight,18,Head,Single,Male,Student,None,
38,Tannery Lane,Diana,Ashton,19,Partner,Single,Female,University Student,None,No Religion
39,Tannery Lane,Denise,Lawrence,22,Head,Single,Female,University Student,None,Christian
39,Tannery Lane,Ronald,Murray,20,None,Single,Male,University Student,None,Christian
39,Tannery Lane,Shirley,Wilson,19,None,Single,Female,University Student,None,Christian
39,Tannery Lane,Heather,Owen,25,None,Single,Female,PhD Student,None,Christian
39,Tannery Lane,Donna,O'Brien,18,None,Single,Female,University Student,None,Christian
40,Tannery Lane,Fiona,Taylor,36,Head,Widowed,Female,Information officer,None,No Religion
40,Tannery Lane,Kyle,Fuller-Taylor,4,Son,NA,Male,Child,None,NA
40,Tannery Lane,Victoria,Fuller-Taylor,0,Daughter,NA,Female,Child,None,NA
40,Tannery Lane,Sian,Glover,51,Sibling,Single,Female,Unemployed,None,Christian
40,Tannery Lane,Dale,Flynn,36,Lodger,Divorced,Male,"Sound technician, broadcasting/film/video",None,No Religion
41,Tannery Lane,Harriet,Evans,40,Head,Married,Female,Agricultural consultant,None,Christian
41,Tannery Lane,Peter,Evans,39,Husband,Married,Male,Seismic interpreter,None,Christian
41,Tannery Lane,Mandy,Evans,0,Daughter,NA,Female,Child,None,No Religion
42,Tannery Lane,Caroline,Smith,40,Head,Single,Female,"Therapist, occupational",None,Christian
42,Tannery Lane,Timothy,Coates,42,Partner,Single,Male,Agricultural consultant,None,Christian
42,Tannery Lane,Ashley,Smith,16,Son,NA,Male,Student,None,Christian
42,Tannery Lane,Vincent,Smith,14,Son,NA,Male,Student,None,Christian
43,Tannery Lane,Clifford,Wallace,41,Head,Married,Male,Higher education careers adviser,None,Muslim
43,Tannery Lane,Tracy,Wallace,42,Wife,Married,Female,"Lecturer, higher education",Deaf,Muslim
43,Tannery Lane,Nicola,Wallace,12,Daughter,NA,Female,Student,None,Muslim
43,Tannery Lane,Caroline,Wallace,9,Daughter,NA,Female,Student,None,No Religion
43,Tannery Lane,Denis,Wallace,9,Son,NA,Male,Student,None,No Religion
44,Tannery Lane,Jill,Smith,24,Head,Married,Female,Holiday representative,None,No Religion
44,Tannery Lane,Francis,Smith,27,Husband,Married,Male,Community development worker,None,No Religion
45,Tannery Lane,Ruth,Evans,48,Head,Married,Female,Minerals surveyor,None,No Religion
45,Tannery Lane,Lawrence,Evans,50,Husband,Married,Male,"Pilot, airline",None,No Religion
45,Tannery Lane,Charlene,Evans,17,Daughter,NA,Female,Student,None,No Religion
45,Tannery Lane,Gary,Evans,17,Son,NA,Male,Student,None,No Religion
46,Tannery Lane,Janice,Cunningham,43,Head,Married,Female,Leisure centre manager,None,No Religion
46,Tannery Lane,Francis,Cunningham,45,Husband,Married,Male,Garment/textile technologist,None,No Religion
46,Tannery Lane,Colin,Cunningham,15,Son,NA,Male,Student,None,No Religion
47,Tannery Lane,Gemma,Stephens,32,Head,Single,Female,Unemployed,None,Christian
47,Tannery Lane,Wayne,Stephens,1,Son,NA,Male,Child,None,NA
47,Tannery Lane,Marc,Winter,34,Lodger,Single,Male,Newspaper journalist,None,No Religion
48,Tannery Lane,Michelle,Thorpe,36,Head,Single,Female,"Designer, ceramics/pottery",None,Christian
49,Tannery Lane,Sara,Patterson,37,Head,Married,Female,Fashion designer,None,Christian
49,Tannery Lane,Steven,Patterson,40,Husband,Married,Male,Astronomer,None,Christian
49,Tannery Lane,Judith,Patterson,10,Daughter,NA,Female,Student,None,Christian
49,Tannery Lane,Sian,Patterson,9,Daughter,NA,Female,Student,Broken Heart,Christian
49,Tannery Lane,Simon,Patterson,5,Son,NA,Male,Student,None,No Religion
50,Tannery Lane,Rosemary,Parkes,33,Head,Married,Female,Tourist information centre manager,None,Christian
50,Tannery Lane,Craig,Parkes,37,Husband,Married,Male,Retail manager,None,Christian
50,Tannery Lane,Brandon,Parkes,0,Son,NA,Male,Child,None,Christian
50,Tannery Lane,Leah,Hussain,51,Lodger,Single,Female,"Programmer, systems",None,Christian
51,Tannery Lane,Anna,Bell,29,Head,Married,Female,Set designer,None,No Religion
51,Tannery Lane,Cameron,Bell,32,Husband,Married,Male,"Engineer, building services",None,No Religion
51,Tannery Lane,Gavin,Bell,4,Son,NA,Male,Child,None,No Religion
51,Tannery Lane,Heather,Bell,0,Daughter,NA,Female,Child,None,No Religion
51,Tannery Lane,Darren,Bell,0,Son,NA,Male,Child,None,No Religion
1,Severn Lane,Jacob,Harris,23,Head,Divorced,Male,Health promotion specialist,None,No Religion
2,Severn Lane,Amanda,King,59,Head,Single,Female,"Therapist, music",None,Christian
3,Severn Lane,Leon,Davies,22,Head,Single,Male,University Student,None,No Religion
4,Severn Lane,Connor,Harris,74,Head,Divorced,Male,"Retired Accountant, chartered certified",None,No Religion
5,Severn Lane,Glenn,Stephenson,67,Head,Widowed,Male,Trade union research officer,None,Christian
6,Severn Lane,Natasha,Murphy,74,Head,Divorced,Female,Retired Bookseller,None,Christian
7,Severn Lane,Billy,Hughes,25,Head,Single,Male,Software engineer,None,Christian
7,Severn Lane,Shirley,Hughes,8,Daughter,NA,Female,Student,None,NA
8,Severn Lane,Sarah,Pritchard,56,Head,Divorced,Female,"Therapist, drama",None,Christian
1,Preston Crescent,Kerry,Rahman,64,Head,Single,Female,"Teacher, English as a foreign language",None,Christian
1,Preston Crescent,Albert,Parker,71,Partner,Single,Male,"Retired Geneticist, molecular",None,No Religion
2,Preston Crescent,Garry,Williams,61,Head,Married,Male,Barrister's clerk,None,Christian
2,Preston Crescent,Francesca,Williams,62,Wife,Married,Female,Unemployed,None,No Religion
2,Preston Crescent,Julie,Williams,22,Daughter,Divorced,Female,University Student,None,Christian
2,Preston Crescent,Naomi,Williams,2,Adopted Daughter,NA,Female,Child,None,Christian
3,Preston Crescent,Abdul,Frost,27,Head,Married,Male,"Research officer, political party",None,No Religion
3,Preston Crescent,Francesca,Frost,21,Wife,Married,Female,University Student,None,No Religion
4,Preston Crescent,Frances,Clarke,41,Head,Single,Female,Chief of Staff,None,Christian
4,Preston Crescent,Mary,Edwards,23,None,Single,Female,Electrical engineer,None,No Religion
4,Preston Crescent,Amanda,Haynes,20,None,Single,Female,University Student,None,Christian
4,Preston Crescent,Kerry,Howard,32,None,Single,Female,"Engineer, mining",None,Muslim
5,Preston Crescent,Hollie,Walsh,59,Head,Single,Female,Merchant navy officer,None,Christian
5,Preston Crescent,Matthew,Clements,61,Partner,Single,Male,Insurance broker,None,Christian
5,Preston Crescent,Josh,Walsh,28,Son,Divorced,Male,Theme park manager,None,Christian
5,Preston Crescent,Alexandra,Walsh,28,Daughter,Single,Female,Unemployed,None,Christian
5,Preston Crescent,Scott,Walsh,13,Son,Married,Male,Student,None,Christian
6,Preston Crescent,Harry,Robson,64,Head,Divorced,Male,Food technologist,None,Christian
7,Preston Crescent,Irene,Miah,41,Head,Single,Female,Primary school teacher,None,Christian
7,Preston Crescent,Amelia,Gill,25,None,Single,Female,"Engineer, land",None,No Religion
7,Preston Crescent,Maria,Moore,24,None,Single,Female,"Engineer, materials",None,Christian
7,Preston Crescent,Naomi,Harrison,21,None,Single,Female,University Student,None,No Religion
8,Preston Crescent,Carolyn,Smith,59,Head,Single,Female,Drilling engineer,None,Christian
8,Preston Crescent,Denise,Smith,40,None,Single,Female,"Civil engineer, contracting",None,The Circle of Magi
8,Preston Crescent,Jade,Lewis,38,None,Single,Female,Writer,None,Christian
8,Preston Crescent,Simon,Bird,37,None,Single,Male,"Engineer, aeronautical",None,Christian
8,Preston Crescent,Dorothy,Stevens,43,None,Single,Female,Professor Emeritus,None,Christian
9,Preston Crescent,Sarah,Andrews,63,Head,Single,Female,General practice doctor,None,No Religion
9,Preston Crescent,Edward,Campbell,48,None,Single,Male,Clothing/textile technologist,None,No Religion
9,Preston Crescent,Irene,Bell,60,None,Single,Female,"Runner, broadcasting/film/video",None,Christian
9,Preston Crescent,Callum,Winter,35,None,Single,Male,Veterinary surgeon,None,Christian
9,Preston Crescent,Diana,Thompson,62,None,Single,Female,"Lecturer, higher education",None,No Religion
10,Preston Crescent,Alexandra,Williams,44,Head,Divorced,Female,Unemployed,Blind,Christian
10,Preston Crescent,Rachel,Williams,18,Daughter,Divorced,Female,Student,None,Christian
10,Preston Crescent,Wayne,Williams,14,Son,NA,Male,Student,None,NA
10,Preston Crescent,Katherine,Williams,14,Daughter,NA,Female,Student,None,NA
11,Preston Crescent,Gail,Hunt,27,Head,Married,Female,"Biochemist, clinical",None,No Religion
11,Preston Crescent,Philip,Hunt,29,Husband,Married,Male,Seismic interpreter,None,No Religion
11,Preston Crescent,Philip,Hunt,1,Son,NA,Male,Child,None,No Religion
11,Preston Crescent,Heather,Hunt,1,Daughter,NA,Female,Child,None,No Religion
12,Preston Crescent,Carole,King,37,Head,Single,Female,"Therapist, drama",None,No Religion
12,Preston Crescent,Alexander,Black,34,Partner,Single,Male,Mining engineer,None,No Religion
12,Preston Crescent,Katherine,King,3,Daughter,NA,Female,Child,None,No Religion
12,Preston Crescent,Eric,King,3,Son,NA,Male,Child,None,No Religion
13,Preston Crescent,Angela,Price,35,Head,Single,Female,Unemployed,None,Christian
13,Preston Crescent,Leigh,Lawson,29,None,Single,Male,Pharmacologist,Blind,Christian
14,Preston Crescent,Valerie,Thompson,46,Head,Married,Female,Press photographer,None,Christian
14,Preston Crescent,Shaun,Thompson,45,Husband,Married,Male,"Designer, ceramics/pottery",None,No Religion
14,Preston Crescent,Graham,Thompson,8,Son,NA,Male,Student,None,Christian
14,Preston Crescent,Maureen,Thompson,5,Daughter,NA,Female,Student,None,No Religion
15,Preston Crescent,Pamela,West,42,Head,Single,Female,Unemployed,None,No Religion
16,Preston Crescent,Aimee,Griffiths,42,Head,Married,Female,Psychotherapist,None,Christian
16,Preston Crescent,Gareth,Griffiths,40,Husband,Married,Male,Medical sales representative,None,Christian
16,Preston Crescent,Frank,Griffiths,19,Son,Single,Male,University Student,None,Christian
16,Preston Crescent,Alexander,Griffiths,15,Son,NA,Male,Student,None,Christian
17,Preston Crescent,Teresa,Moore,51,Head,Married,Female,Engineering geologist,None,Christian
17,Preston Crescent,Terry,Moore,54,Husband,Married,Male,Paramedic,None,No Religion
17,Preston Crescent,Gareth,Moore,27,Son,Single,Male,Unemployed,None,No Religion
17,Preston Crescent,Damien,Moore,25,Son,Single,Male,"Designer, ceramics/pottery",None,Christian
